dep,1=的
pym,1=枰
tpl,1=暾
bkz,1=趵
svu,1=濉
ian,1=姹
rso,1=蝾
jqt,1=赳
nsk,1=哝
gap,1=旮
sug,1=簌
ain,1=嫒
ynx,1=愔
leg,1=簕
mnk,1=黾
zig,1=笫
vao,1=蚱
ibx,1=惆
qxp,1=郄
heh,1=翮
qxg,1=箧
zgj,1=锃
sig,1=笥
bks,1=龅
thn,1=帑
tcb,1=窕
yer,1=倻
jnk,1=噤
kyr,1=侩
mmy,1=腼
nad,1=衲
nxz,1=蹑
pma,1=谝
tic,1=荑
igs,1=瞠
xqh,1=髹
dyw,1=玎
ujz,1=跚
irs,1=遄
kss,1=崆
mlc,1=荬
thz,1=蹚
sbd,1=廋
khr,1=伉
fah,1=砝
pgx,1=怦
ilr,1=侪
bcc,1=藨
pjz,1=蹒
kvs,1=睽
jwo,1=蛱
biz,1=跸
lxt,1=埒
ivv,1=陲
mjh,1=鬘
tip,1=逖
lbr,1=偻
wuq,1=焐
bny,1=膑
djg,1=箪
bmp,1=鳊
lhq,1=烺
haj,1=铪
zii,1=缁
qrg,1=筌
dsy,1=胴
dmg,1=簟
ldp,1=魉
mni,1=缗
dgh,1=磴
vvx,1=惴
ahp,1=卬
nkj,1=铙
lzn,1=嫘
gaj,1=钆
jwz,1=跏
jnn,1=妗
nis,1=睨
gbh,1=遘
iuz,1=躇
hpa,1=诨
qri,1=绻
vrk,1=啭
zgi,1=缯
gls,1=赅
qdn,1=嫱
wub,1=寤
xuu,1=溆
keo,1=蝌
lut,1=垆
kyk,1=哙
fua,1=讣
hrj,1=锾
gso,1=蚣
nvp,1=衄
zuj,1=镞
hhi,1=绗
nyk,1=咛
nur,1=傉
svc,1=荽
qqr,1=俅
xpm,1=栒
idx,1=怆
uyo,1=蟀
dha,1=谠
dyc,1=萣
qio,1=蛴
cos,1=嵯
lsm,1=栊
map,1=犸
xps,1=峋
xra,1=谖
bnf,1=摈
ios,1=龊
ytu,1=瀹
mbr,1=侔
jpl,1=晙
uku,1=潲
dbo,1=蚪
ank,1=唵
lza,1=诔
quc,1=蘧
hep,1=饸
lzr,1=儡
qdz,1=跄
ias,1=嵖
srp,1=狻
ciu,1=泚
hoo,1=蠖
hvv,1=翚
vba,1=诌
ibz,1=踌
vfu,1=浈
toz,1=跎
qys,1=黥
tej,1=铽
erj,1=铒
kvg,1=篑
rkc,1=荛
igw,1=琤
piu,1=淠
kkm,1=栲
qqu,1=泅
yuo,1=蝓
cby,1=腠
tym,1=梃
ldz,1=踉
ufm,1=椹
qsg,1=筇
gum,1=梏
rvu,1=汭
rsp,1=狨
uaj,1=铩
mzs,1=嵋
got,1=埚
pnw,1=玭
ufy,1=胂
jsp,1=颎
ijs,1=觇
lgs,1=崚
lhs,1=崀
mam,1=杩
oux,1=怄
dxt,1=堞
dbg,1=篼
gwh,1=聒
gbr,1=佝
koo,1=蛞
ilh,1=虿
igr,1=偁
tsc,1=茼
pzj,1=锫
bnr,1=傧
lxf,1=捩
pxc,1=苤
mfu,1=懑
kwr,1=侉
vbg,1=籀
bfv,1=畚
udn,1=孀
vgv,1=烝
yyf,1=撄
jua,1=讵
daq,1=炟
yuf,1=揄
spp,1=飧
lzi,1=缧
eev,1=屙
cpx,1=忖
zbv,1=陬
bzw,1=琲
cvp,1=毳
jtv,1=孓
bml,1=昪
wfc,1=蕰
jrh,1=鄄
cvm,1=榱
nmt,1=埝
yyy,1=媵
mcm,1=杪
tco,1=蜩
tch,1=髫
nko,1=蛲
xmg,1=筅
zvc,1=蕞
pii,1=纰
pjh,1=磻
dqj,1=铥
pbf,1=抔
zel,1=昃
iin,1=媸
mgs,1=幪
sbs,1=瞍
nse,1=秾
iar,1=侘
pfu,1=湓
hgn,1=姮
gbn,1=媾
ujt,1=埏
mhp,1=牻
miy,1=脒
fzx,1=悱
iic,1=茌
ski,1=缫
tbj,1=钭
luj,1=镥
lht,1=埌
nkk,1=呶
lin,1=娌
gjw,1=玕
lbh,1=耧
rui,1=缛
xmj,1=锨
trv,1=彖
pmy,1=胼
tcr,1=佻
tsk,1=嗵
zeg,1=笮
qwc,1=葜
kei,1=缂
bkm,1=枹
yig,1=簃
lal,1=旯
dht,1=垱
mku,1=泖
vhl,1=暲
moj,1=镆
cbh,1=辏
skt,1=埽
tsq,1=烔
leu,1=泐
yrm,1=橼
qmi,1=缱
noj,1=锘
uiq,1=炻
lbo,1=蝼
ytv,1=彟
vag,1=劄
khp,1=𩾌
hdj,1=锽
lhj,1=锒
kvz,1=跬
tcd,1=祧
qrx,1=悛
wgc,1=蕹
gok,1=呙
zoy,1=胙
tcy,1=朓
lnx,1=懔
lii,1=缡
csx,1=悰
kgh,1=硁
sjp,1=馓
fum,1=桴
vij,1=铚
mon,1=嫫
zsr,1=倧
hsa,1=讧
gfc,1=茛
qci,1=缲
dyd,1=疔
zik,1=嗞
crf,1=撺
vja,1=谵
goo,1=蝈
iet,1=坼
zij,1=锱
xmz,1=跣
hsp,1=訇
xwm,1=柙
ler,1=仂
lnz,1=躏
geo,1=虼
jml,1=暕
sku,1=溞
tog,1=箨
gpi,1=绲
wfp,1=刎
bht,1=塝
bhc,1=蒡
bmg,1=笾
mjt,1=墁
nyh,1=聍
ght,1=堽
bju,1=湴
rhu,1=瀼
ksg,1=箜
jwk,1=斝
kfd,1=裉
xyw,1=瑆
kui,1=绔
yho,1=蛘
hwn,1=婳
lja,1=谰
lps,1=囵
zfa,1=谮
hbt,1=堠
jub,1=窭
gdm,1=桄
gyv,1=夬
llm,1=梾
xrr,1=儇
err,1=佴
ypn,1=妘
gvb,1=宄
ihw,1=玚
mic,1=蘼
ijl,1=旵
zox,1=怍
wjt,1=塆
zaf,1=拶
yhj,1=钖
vuz,1=躅
zkw,1=璪
cfm,1=梣
qpk,1=囷
bie,1=秕
fzj,1=镄
tcg,1=笤
zpf,1=撙
gwm,1=栝
hpd,1=阍
bul,1=晡
lgt,1=堎
qua,1=诎
vkg,1=笊
vil,1=晊
duc,1=芏
xtf,1=踅
iuo,1=蜍
gjl,1=旰
nkp,1=猱
vui,1=纻
tvq,1=煺
zep,1=迮
xpl,1=曛
klt,1=垲
tjw,1=璮
ksr,1=倥
ioz,1=踔
cow,1=瑳
vod,1=禚
dli,1=绐
bgt,1=甏
igb,1=宬
wgu,1=滃
jsu,1=泂
pzd,1=旆
bcf,1=摽
zpk,1=噂
bmx,1=忭
dxl,1=昳
ytr,1=龠
mbo,1=蛑
yyj,1=锳
gdw,1=珖
qnv,1=骎
ion,1=婼
mhm,1=杧
xdw,1=珦
uhi,1=绱
jqr,1=僦
uof,1=搠
jtq,1=爝
mhh,1=硭
geu,1=滆
bgw,1=琫
diw,1=玓
tgq,1=熥
svw,1=璲
bmf,1=抃
gwa,1=诖
kvl,1=暌
xna,1=䜣
zkx,1=慥
hbg,1=篌
dod,1=裰
cuc,1=蔟
tvp,1=魋
mjj,1=镘
bgj,1=镚
ynh,1=霪
dhg,1=筜
wus,1=屼
dvj,1=镦
jsd,1=扃
tjx,1=惔
pky,1=脬
mfj,1=钔
tpq,1=焞
jio,1=虮
zos,1=岞
kvq,1=煃
sva,1=谇
qns,1=嵚
vbn,1=妯
wjm,1=椀
voa,1=诼
ytg,1=籥
xib,1=窸
tlp,1=鲐
jut,1=趄
puh,1=酺
ijv,1=羼
ypq,1=煴
ruk,1=嚅
drt,1=塅
jtj,1=镢
ckp,1=艚
xyj,1=钘
ulh,1=酾
drg,1=簖
xis,1=嶲
yjx,1=恹
hrc,1=萑
nyc,1=苧
kpx,1=悃
dbc,1=蔸
dgl,1=戥
uon,1=妁
jpq,1=焌
nvh,1=恧
pgo,1=蟛
mhu,1=漭
zsy,1=腙
zjd,1=糌
hvm,1=橞
nqx,1=忸
pxp,1=氕
ibm,1=杻
gjp,1=鳡
hsw,1=玒
dff,1=扽
liz,1=跞
xcr,1=翛
ggi,1=绠
sbj,1=锼
kyp,1=鲙
rvm,1=枘
mur,1=仫
lyn,1=姈
vjf,1=搌
nhf,1=攮
igx,1=憕
ukg,1=筲
lzm,1=檑
ijz,1=躔
zov,1=阼
pmm,1=楩
pog,1=笸
lsd,1=癃
vrw,1=瑑
phh,1=耪
eeu,1=涐
kej,1=锞
ilc,1=茝
igd,1=裎
dat,1=垯
vix,1=忮
lvc,1=葎
djc,1=萏
iiz,1=踟
ytq,1=爚
vol,1=晫
xyq,1=煋
iat,1=垞
fgk,1=唪
pco,1=螵
gas,1=尜
ibd,1=瘳
kay,1=胩
gvu,1=氿
laj,1=镴
ggl,1=暅
hhd,1=颃
qrw,1=瑔
jpf,1=捃
zof,1=捽
kev,1=骒
jst,1=坰
pyw,1=玶
jue,1=秬
jug,1=筥
ciw,1=玼
jcw,1=璬
ltj,1=锊
aij,1=锿
nay,1=肭
lxz,1=躐
coy,1=脞
tit,1=趯
xrx,1=愃
tjc,1=菼
trp,1=猯
heq,1=熇
ciz,1=跐
drs,1=耑
tey,1=螣
ivr,1=倕
zay,1=臜
yej,1=铘
ijm,1=梴
tiw,1=瑅
klc,1=蒈
ssn,1=娀
fux,1=怫
isw,1=珫
ijh,1=刬
kvm,1=櫆
buc,1=蔀
iwq,1=欻
dmt,1=坫
iuw,1=琡
plg,1=簰
sbo,1=螋
tuh,1=酴
kdu,1=洭
hjw,1=琀
bjl,1=昄
tau,1=溻
zpr,1=僔
qdo,1=蜣
nix,1=怩
kdi,1=纩
yyn,1=媖
ghg,1=筻
ldr,1=俍
tmc,1=黇
dxi,1=绖
lve,1=稆
qnx,1=慬
qdw,1=玱
qmy,1=肷
thk,1=嘡
njn,1=婻
lyl,1=昤
plc,1=蒎
klq,1=炌
lss,1=眬
pmz,1=蹁
vom,1=棁
qqj,1=𨱇
glc,1=荄
hjt,1=垾
ijc,1=蒇
ghh,1=矼
pag,1=筢
ggu,1=浭
vpb,1=窀
isc,1=茺
dcu,1=汈
lhe,1=稂
hpx,1=惛
ysm,1=栐
vdu,1=漴
cko,1=螬
mnc,1=苠
grq,1=爟
hof,1=攉
fjt,1=墦
lcn,1=嫽
ipp,1=䲠
lur,1=僇
jcq,1=燋
pom,1=桲
ldt,1=墚
bia,1=诐
kbg,1=筘
fjz,1=蹯
llr,1=俫
bcq,1=熛
lac,1=鞡
wuw,1=珷
toc,1=萚
yiz,1=踦
rhr,1=儴
ist,1=埫
tpx,1=忳
mmx,1=愐
sim,1=楒
crj,1=镩
yku,1=滧
yet,1=堨
tkx,1=慆
zjt,1=趱
pyu,1=泙
tmf,1=掭
rhc,1=蘘
vbc,1=荮
zrz,1=躜
wab,1=窊
ban,1=妭
zus,1=崒
qix,1=愭
tml,1=晪
fzg,1=篚
keq,1=炣
yrg,1=箢
zvm,1=槜
xxz,1=躞
kwn,1=姱
hly,1=胲
hjs,1=崡
zgp,1=矰
cvi,1=缞
jnt,1=墐
lqs,1=疁
qin,1=婍
dgw,1=璒
pcc,1=薸
tpt,1=坉
gdt,1=垙
lsl,1=昽
drw,1=瑖
say,1=脎
sos,1=睃
iox,1=惙
vfl,1=昣
fuw,1=琈
lng,1=箖
njc,1=萳
vhn,1=嫜
aov,1=隩
vwh,1=髽
mmr,1=偭
ltk,1=圙
erk,1=咡
trq,1=煓
wfm,1=榅
ijk,1=啴
rrt,1=堧
bcu,1=瀌
jpp,1=鲪
jun,1=娵
ukw,1=玿
ibn,1=婤
bft,1=坋
hgt,1=堼
ikx,1=怊
duv,1=厾
hdn,1=媓
tcn,1=嬥
mgh,1=礞
coc,1=莝
cgs,1=嶒
bfr,1=倴
hun,1=嫭
pau,1=潖
ynw,1=珢
riv,1=驲
dcb,1=窎
jrq,1=焆
loy,1=脶
tuy,1=腯
tac,1=鞳
qmm,1=杄
com,1=棤
kbs,1=眍
bao,1=蚆
byo,1=蛃
ldx,1=悢
pys,1=帡
pgv,1=弸
lue,1=稑
diz,1=踶
xsa,1=诇
gsk,1=唝
civ,1=堲
ipw,1=瑃
thh,1=耥
nic,1=薿
boe,1=馞
yhk,1=咉
lcz,1=蹽
ijr,1=儳
zjb,1=寁
isf,1=摏
ifq,1=煁
ffv,1=翂
lvt,1=垏
hul,1=昈
suz,1=蹜
vjr,1=偡
vsc,1=茽
hdk,1=喤
nxs,1=嵲
lcu,1=漻
xmx,1=忺
bhf,1=搒
zuw,1=珇
tyt,1=圢
bam,1=朳
kku,1=洘
way,1=腽
zit,1=趑
nxv,1=陧
kst,1=埪
bhw,1=玤
nug,1=笯
jdy,1=膙
zps,1=嶟
jxx,1=悈
tum,1=梌
rrw,1=瓀
iaz,1=蹅
idk,1=噇
lyt,1=坽
pzp,1=衃
jsi,1=䌹
kpn,1=婫
qmn,1=孅
ujl,1=晱
ury,1=腨
ipt,1=堾
zio,1=虸
was,1=畖
lcg,1=簝
bay,1=胈
vpp,1=衠
lhg,1=筤
zkg,1=簉
lxy,1=脟
dio,1=䗖
juy,1=腒
xco,1=蟏
ype,1=馧
daj,1=𨱏
rrn,1=媆
gll,1=晐
bom,1=欂
mnh,1=碈
woz,1=踒
zpj,1=𨱔
qrn,1=婘
pue,1=穙
iiy,1=胣
pyo,1=蚲
fho,1=蚄
erv,1=陑
cje,1=䅟
jcx,1=恔
kyf,1=㧟
vry,1=䏝
muz,1=𧿹
vbr,1=㑇
tsn,1=㛚
pmn,1=㛹
vbx,1=㤘
lyx,1=㥄
ssf,1=㧐
lhl,1=㫰
hrl,1=㬊
iel,1=㬚
qum,1=㭕
isu,1=㳘
jtu,1=㵐
ysq,1=㶲
tuw,1=㻬
lth,1=䂮
uiy,1=䏡
dxy,1=䏲
jpy,1=䐃
xqo,1=䗛
ouv,1=𠙶
bhk,1=𠳐
pmt,1=𡎚
kht,1=𡐓
xxw,1=𤫉
lvy,1=𦝼
nac,1=𦰡
gdh,1=𨐈
hue,1=和
vzd,1=这
yta,1=说
det,1=地
jxb,1=家
dzp,1=得
nzv,1=那
nik,1=呢
ife,1=称
ise,1=种
dba,1=读
uza,1=谁
gsi,1=红
uhu,1=汤
nzk,1=哪
tca,1=调
sir,1=食
ulp,1=色
xxk,1=叶
jrs,1=圈
hua,1=许
lec,1=勒
ded,1=底
jty,1=脚
lui,1=绿
zrs,1=赚
via,1=识
hyh,1=划
for,1=佛
vkh,1=朝
kop,1=适
tjv,1=弹
bur,1=堡
zer,1=侧
non,1=娜
pjy,1=胖
byv,1=屏
zir,1=仔
xnv,1=寻
ykv,1=陶
bhd,1=旁
lki,1=络
maf,1=抹
qct,1=壳
pcm,1=朴
nmd,1=粘
sui,1=缩
ggv,1=颈
mol,1=冒
xqb,1=宿
voi,1=缴
hhc,1=巷
paf,1=扒
blk,1=呗
jdo,1=虹
cpz,1=蹲
uam,1=杉
vph,1=屯
iev,1=尺
ghf,1=扛
aay,1=腌
wok,1=喔
yjj,1=铅
iil,1=匙
vwp,1=爪
dgu,1=澄
qxc,1=茄
vvm,1=椎
vds,1=幢
qxr,1=伽
mok,1=嘿
vlv,1=翟
loq,1=烙
tzh,1=忒
tvh,1=忒
lzy,1=肋
gou,1=涡
mqi,1=缪
udu,1=泷
bku,1=瀑
tak,1=嗒
bgo,1=蚌
chh,1=臧
tpd,1=褪
jpg,1=筠
tps,1=囤
gri,1=纶
vow,1=琢
qie,1=稽
iki,1=绰
ncu,1=溺
hkj,1=镐
iak,1=喳
pah,1=耙
ykd,1=疟
paj,1=钯
rek,1=喏
kjd,1=阚
hhk,1=吭
xxt,1=颉
iok,1=啜
tmj,1=钿
mgd,1=氓
tcc,1=苕
tmr,1=佃
ykr,1=侥
xiz,1=蹊
xtk,1=噱
hpw,1=珲
uls,1=骰
toj,1=铊
vdv,1=奘
pcv,1=骠
vdr,1=僮
hei,1=纥
loh,1=硌
ffw,1=玢
zom,1=柞
tst,1=垌
upm,1=楯
ifr,1=伧
muk,1=呒
tlk,1=呔
gof,1=掴
ugu,1=渑
dbj,1=钭
nlr,1=佴
kzh,1=剋
zic,1=茈
vsx,1=忪
qxt,1=趄
quq,1=焌
nqm,1=杻
loz,1=跞
mfc,1=鞔
dks,1=帱
xuq,1=欻
thx,1=惝
isp,1=重
vsp,1=重
dut,1=都
ved,1=着
zkd,1=着
mum,1=模
ild,1=差
ilp,1=长
vhp,1=长
irr,1=传
vrr,1=传
wuh,1=恶
xys,1=省
ugs,1=省
hoe,1=和
jdv,1=强
ufv,1=参
cfv,1=参
bmr,1=便
seb,1=塞
boc,1=薄
bkc,1=薄
xts,1=削
lud,1=率
depp,1=的
uild,1=是
levs,1=了
zlht,1=在
heek,1=和
wopd,1=我
ybhy,1=有
buhd,1=不
yihq,1=一
jqdh,1=就
vsks,1=中
rfrd,1=人
yevv,1=也
hfpv,1=很
nirp,1=你
dbtv,1=都
uhsh,1=上
hvrd,1=会
wzdd,1=为
vedg,1=这
hknv,1=好
dkhs,1=到
dvvh,1=对
dahd,1=大
tarv,1=他
dggd,1=等
ykhn,1=要
dopd,1=多
hlhg,1=还
nmps,1=年
uoad,1=说
qutd,1=去
llhm,1=来
yuhh,1=与
ngvp,1=能
hbpk,1=后
bzdv,1=被
uilh,1=时
yivr,1=以
gghd,1=更
jddp,1=将
djrl,1=但
xcsd,1=小
erhs,1=而
kjph,1=看
gers,1=个
ysps,1=用
gohg,1=过
zvld,1=最
iikp,1=吃
rhas,1=让
bydc,1=并
rill,1=日
kehs,1=可
xwhd,1=下
zorh,1=做
ditv,1=地
yuhs,1=于
csrr,1=从
mzup,1=没
xndp,1=新
lilt,1=里
gzir,1=给
vedh,1=着
gkdk,1=高
jwbd,1=家
xdmx,1=想
dmsq,1=点
iuvs,1=出
hohd,1=或
tanv,1=她
vidd,1=之
tlhd,1=太
bfmh,1=本
depl,1=得
qicd,1=其
bafv,1=把
digp,1=第
ybvd,1=又
bihp,1=比
zlhh,1=再
qmds,1=前
mlvd,1=买
navv,1=那
runk,1=如
glad,1=该
aakv,1=啊
bakv,1=吧
uuvd,1=书
ighd,1=成
sopp,1=所
yrhv,1=元
mfrd,1=们
clhp,1=才
jipd,1=及
nzsd,1=内
qyah,1=请
vetl,1=者
vikd,1=只
ytyy,1=月
vhpd,1=长
sjhh,1=三
xyxp,1=性
tabv,1=它
makv,1=吗
klhc,1=开
ybsh,1=由
gosd,1=国
favd,1=发
xtdh,1=学
iehs,1=车
xyph,1=行
ffpp,1=分
uids,1=市
ugph,1=生
nekv,1=呢
dhsh,1=当
dmdk,1=店
yivv,1=已
viht,1=至
ziph,1=自
nnrx,1=您
jwvk,1=加
quhv,1=区
uvud,1=水
qrrw,1=全
aipd,1=爱
tmhd,1=天
vhvp,1=张
mzdd,1=美
xdpk,1=向
mypk,1=名
dafh,1=打
qitv,1=起
gfzv,1=跟
jnjh,1=金
budv,1=部
wuhv,1=无
wjhp,1=万
dlhs,1=带
luzp,1=路
ynsd,1=因
whww,1=王
uihs,1=事
erhh,1=二
zivh,1=子
xdrp,1=像
mmhh,1=面
hwrp,1=化
wzrd,1=位
xmpv,1=先
cisp,1=此
mzpd,1=每
tusd,1=图
fhdp,1=方
jyiv,1=经
zbtd,1=走
tssk,1=同
qttv,1=却
lktv,1=老
yesh,1=业
jnhg,1=进
tyfp,1=挺
fhdp,2=放
zess,1=则
clcm,1=菜
whsd,1=网
ldhr,1=两
uksp,1=少
gspd,1=公
faut,1=法
zsdx,1=总
zorp,1=作
lzdd,1=类
xnxd,1=心
ihtv,1=场
vfhd,1=真
xmsd,1=县
uirh,1=使
wfdk,1=问
hkkv,1=号
xmih,1=线
keed,1=科
xmws,1=现
yydh,1=应
dkdg,1=道
qicy,1=期
wfdd,1=文
vjds,1=站
rupd,1=入
cidp,1=次
vkfh,1=找
vudw,1=主
dudd,1=度
sicp,1=斯
kyxv,1=快
jimp,1=机
ubfs,1=手
xxdh,1=写
xyht,1=型
wlps,1=外
kasd,1=卡
vghh,1=正
limh,1=李
uihd,1=式
gepk,1=各
nvnn,1=女
ldlt,1=量
tept,1=特
deph,1=德
xihh,1=西
vspt,1=重
qdvk,1=强
sisv,1=四
dirp,1=低
qmjh,1=钱
lies,1=利
dshv,1=动
mavh,1=马
wjbv,1=完
yrhd,1=原
iupd,1=处
dshd,1=东
fzss,1=非
hvsk,1=回
uudp,1=数
guyp,1=股
dahg,1=达
hwcv,1=花
ubpd,1=受
jmdl,1=间
livp,1=力
tifl,1=提
mbcm,1=某
jict,1=基
ujss,1=山
pyhs,1=平
lafd,1=拉
wjwh,1=玩
anbn,1=安
igep,1=称
narf,1=拿
virh,1=值
wzhm,1=未
gshh,1=工
vsek,1=种
yttd,1=越
ugsh,1=省
xnra,1=信
dybd,1=定
hlup,1=海
tsvg,1=通
uihs,2=十
erpd,1=尔
hwap,1=话
jufv,1=据
midm,1=米
xipi,1=系
myly,1=明
iktk,1=超
srgc,1=算
tirm,1=体
tykp,1=听
kehv,1=克
lnmm,1=林
liwl,1=理
svsd,1=岁
krtp,1=款
grdd,1=关
vifp,1=指
grgh,1=管
dmlv,1=电
xrpg,1=选
tcpm,1=条
wuhh,1=五
njhs,1=南
herk,1=合
lvds,1=率
bxks,1=别
anfb,1=按
bkfv,1=报
jnpg,1=近
tlvk,1=台
ghss,1=刚
uibd,1=实
cgdl,1=曾
igth,1=城
bjpp,1=版
duah,1=读
bmdd,1=变
jirm,1=集
jckv,1=叫
vbpk,1=周
ytip,1=约
ifvh,1=陈
mepd,1=么
uvar,1=谁
ybus,1=油
zidr,1=资
gjhx,1=感
hwrs,1=华
cpmh,1=村
mfdv,1=门
ffrp,1=份
gvkr,1=贵
bchd,1=表
zuis,1=组
jivv,1=即
jwrr,1=价
jmvd,1=建
iadh,1=差
vips,1=制
xuhs,1=需
djds,1=单
blpl,1=白
losd,1=罗
lmhg,1=连
xdhh,1=项
xxsh,1=些
xdms,1=相
tbdd,1=头
ssdg,1=送
hsih,1=红
gjhs,1=干
jiip,1=级
bhhs,1=帮
hdcd,1=黄
pnkk,1=品
jmsv,1=见
yuph,1=鱼
bzsp,1=北
vrhh,1=转
kktv,1=考
buhs,1=布
hekl,1=喝
tilr,1=题
zibh,1=字
ijdp,1=产
ihss,1=常
ubvp,1=收
dvvr,1=队
aavh,1=阿
udvv,1=双
lqds,1=刘
kbkk,1=口
gemp,1=格
bkpv,1=包
hzsq,1=黑
jiav,1=记
lakf,1=啦
vurd,1=住
jchd,1=较
fgpd,1=风
vipk,1=知
ookp,1=哦
irbp,1=穿
njsp,1=男
mlhd,1=卖
qyuh,1=清
jcdd,1=交
jdah,1=讲
rbsr,1=肉
gdsv,1=光
bkrk,1=保
glvp,1=改
rfrp,1=任
houp,1=活
xdel,1=香
fhdp,3=房
sihv,1=死
tbfp,1=投
sivk,1=司
fzvr,1=费
qxsh,1=且
jctp,1=教
yahh,1=亚
refq,1=热
hrfp,1=换
ufud,1=深
thuv,1=汤
qqwh,1=球
slbr,1=赛
uish,1=师
rjpq,1=然
juvk,1=局
zort,1=坐
nakv,1=哪
lshd,1=龙
qyxh,1=情
jxfd,1=接
ubdh,1=首
yrkr,1=员
ufdl,1=神
uhdk,1=商
mush,1=目
yilp,1=易
njvr,1=难
drpp,1=段
jupk,1=句
yphd,1=云
yhmd,1=样
jnrv,1=仅
jptp,1=均
gscd,1=共
pmpv,1=片
wupp,1=物
golm,1=果
idrs,1=创
bkbd,1=宝
yrhg,1=远
mnvv,1=民
ueap,1=设
jnrv,2=今
qqhd,1=求
wzps,1=微
fuhs,1=副
mjuc,1=满
pzhv,1=配
vjvd,1=展
plfp,1=拍
dkps,1=岛
dlrh,1=代
vddd,1=装
guhk,1=古
yidx,1=意
jpds,1=军
ybud,1=游
qipv,1=气
bmrh,1=便
uuvd,2=属
uihk,1=石
wzir,1=维
qikk,1=器
cgvd,1=层
zgtd,1=增
lqud,1=流
vfjh,1=镇
zkls,1=早
pjph,1=盘
lidh,1=立
tvfr,1=推
mjdo,1=蛮
irrh,1=传
nais,1=纳
jipv,1=几
bjvd,1=办
zodt,1=座
jiah,1=计
vgah,1=证
jmrp,1=件
vihh,1=直
dcap,1=调
bavv,1=巴
lykp,1=另
uiah,1=试
pmgc,1=篇
vjsk,1=占
lmhd,1=联
yirv,1=亿
ufpp,1=身
jxcs,1=节
ksbh,1=空
fjpp,1=饭
wzkh,1=味
jddd,1=奖
xylh,1=星
fjpd,1=反
vbds,1=州
jqpd,1=久
jimp,2=极
plfs,1=排
erpv,1=儿
heuh,1=河
uird,1=食
vghh,2=整
ynjv,1=银
lepd,1=乐
hoqd,1=火
sepv,1=色
yhmv,1=杨
pkzp,1=跑
vuud,1=注
vjsh,1=战
herh,1=何
jxpv,1=解
bydd,1=病
wupp,2=务
kkph,1=靠
dcfs,1=掉
wjlp,1=晚
trkp,1=团
gddp,1=广
tmsh,1=田
bouv,1=波
nqps,1=牛
lqdd,1=六
bjds,1=半
yycd,1=英
iacm,1=茶
hakr,1=哈
gfmv,1=根
ljdh,1=兰
uikd,1=史
gehp,1=歌
jquh,1=酒
pivd,1=皮
bmvg,1=边
qpvd,1=群
lidd,1=离
zjpr,1=赞
iamh,1=查
yirv,2=伊
dsxc,1=懂
bohh,1=博
hwhs,1=画
yphg,1=运
iift,1=持
lqph,1=留
vihd,1=支
uedt,1=社
ffdp,1=粉
whpd,1=往
gsrc,1=供
jxpt,1=街
fuyv,1=服
kytv,1=块
bapd,1=八
fuhd,1=夫
bixp,1=必
quhv,2=取
viuv,1=治
tatc,1=塔
uicv,1=世
rgrv,1=仍
aopd,1=奥
zuzd,1=足
yruh,1=源
gbsp,1=购
jduh,1=江
qxhv,1=切
uids,2=视
bzmh,1=杯
yjsv,1=眼
qrmv,1=权
jivp,1=鸡
bcmh,1=标
jusd,1=具
bjwd,1=班
nivv,1=尼
ciav,1=词
vghp,1=政
mumm,1=木
uumv,1=树
igek,1=程
cojc,1=错
kuds,1=库
rock,1=若
gkfd,1=搞
svvh,1=随
yrvb,1=院
ugpc,1=升
yhds,1=养
kkqt,1=烤
jxit,1=结
lbmd,1=楼
yuah,1=语
busp,1=步
ybrh,1=优
pudl,1=普
xpav,1=讯
fudh,1=福
sohi,1=索
sfmm,1=森
vpdr,1=准
momc,1=模
wukd,1=吴
lyrh,1=领
yihv,1=医
kebk,1=客
ybhd,1=友
pmrd,1=偏
gojk,1=锅
fzvd,1=飞
gbpp,1=够
lcdd,1=料
lmyr,1=脸
xips,1=希
ladh,1=辣
vucl,1=著
xiup,1=洗
jydd,1=京
hudp,1=户
qyhy,1=青
grvs,1=观
uumd,1=术
jydh,1=精
blhl,1=百
anbm,1=案
jivv,2=己
loup,1=洛
vrhd,1=专
yylp,1=影
mgmd,1=梦
jxss,1=界
ykcd,1=药
vklq,1=照
huuh,1=湖
vipr,1=质
zkpg,1=造
sucd,1=苏
qihv,1=七
uith,1=士
ugtp,1=声
jieh,1=季
manv,1=妈
ghuc,1=港
fgsp,1=峰
irps,1=川
drph,1=短
jdvp,1=降
yrsv,1=园
yyck,1=营
lxhs,1=列
uaus,1=沙
vhuv,1=涨
yekh,1=叶
hocd,1=获
mjxl,1=慢
fubh,1=富
plup,1=派
yakh,1=呀
xtph,1=血
xcmd,1=校
vsrr,1=众
rfar,1=认
vutq,1=煮
iuvr,1=除
sisx,1=思
grbh,1=官
yidd,1=亦
ikqs,1=炒
ugvt,1=圣
xyhp,1=形
yuvh,1=预
gvhs,1=规
qrsv,1=圈
vktd,1=赵
juds,1=举
noac,1=诺
xqrs,1=修
mzmp,1=梅
yjth,1=盐
hrwh,1=环
keal,1=课
jyld,1=景
horr,1=货
jitk,1=吉
lpar,1=论
vitx,1=志
txjp,1=铁
xuap,1=许
pohv,1=破
hjrk,1=含
tkhd,1=套
pchd,1=票
fhvd,1=防
clpm,1=采
plpp,1=牌
zohh,1=左
dagk,1=答
gbpp,2=狗
qirh,1=企
qihs,1=奇
